title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
Vivienda contemporánea de obra nueva ,Eixample  Eixample Dreta ,Excelente,Excelente,,98m²,2,2,Sueloradiante,A,1.250.000EUR
Vivienda exclusiva con aire modernista ,Eixample  Eixample Dreta ,Excelente,Excelente,,149m²,3,3,Sueloradiante,A,1.750.000EUR
Prestigiosa casa en el corazon del Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,130m²,2,2,Sueloradiante,A,1.500.000EUR
Vivienda de obra nueva en el Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,114m²,2,2,Sueloradiante,A,1.400.000EUR
Magnífico ático exclusivo de obra nueva ,Eixample  Eixample Dreta ,Excelente,Excelente,,150m²,3,3,Sueloradiante,A,2.395.000EUR
Espectacular ático en el Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,144m²,3,3,Sueloradiante,A,2.695.000EUR
Exclusiva casa con aire modernista en el Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,149m²,3,3,Sueloradiante,A,1.725.000EUR
Nuevo loft en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,56m²,1,1,Sueloradiante,A,665.000EUR
Loft contemporáneo en edificio modernista ,Eixample  Eixample Dreta ,Excelente,Excelente,,57m²,1,1,Sueloradiante,A,690.000EUR
Fantástico dúplex a pie de playa en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2013,165m²,2,5,Gas,C,593.556EUR
Acogedor dúplex en Eixample Izquierdo ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,97m²,3,3,Pellets,A,698.000EUR
Vivienda de alta calidad en la mejor zona del Eixample derecho ,Eixample  Eixample Dreta ,Excelente,Excelente,,130m²,2,2,Sueloradiante,A,1.495.000EUR
Vivienda exclusiva con aire modernista ,Eixample  Eixample Dreta ,Excelente,Excelente,,153m²,3,3,Sueloradiante,A,2.550.000EUR
Exclusiva vivienda obra nueva ,Eixample  Eixample Dreta ,Excelente,Excelente,,202m²,3,3,Sueloradiante,A,2.995.000EUR
Elegante vivienda en Fort Pienc ,Eixample  Fort Pienc ,Muybien,Excelente,1930,84m²,1,2,Gas,E,460.000EUR
Único y espectacular ático Duplex en la Nova Esquerra de l'Eixample. ,Eixample ,Excelente,Excelente,1990,300m²,5,6,Gas,,1.790.000EUR
Loft exclusivo al lado de Sant Antoni ,Ciutat Vella  raval ,,Excelente,,45m²,1,2,,E,195.000EUR
Exclusivo y elegante piso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1860,195m²,4,3,BombadecalorGas,E,1.570.000EUR
Palacete en Finca Regia de Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,,1934,427m²,4,10,Gas,,1.490.000EUR
Finca Modernista de 1890 en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,202m²,2,4,Gas,G,1.200.000EUR
Exclusivo ático dúplex en Eixample Esquerra ,Eixample  Nova Esquerra de l'Eixample ,,,1970,160m²,3,3,Sueloradiante,E,1.190.000EUR
Fantástico piso amueblado en Baix Guinardó ,Horta Guinardó  Baix Guinardó ,Muybien,,2011,65m²,1,2,Central,D,360.000EUR
Precioso dúplex en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2013,165m²,2,5,Gas,C,593.556EUR
Local en Tres Torres con posible cambio de uso ,Sant Gervasi  Tres Torres ,Muybien,Bien,1979,307m²,2,11,Gas,E,(aconsultar)
Estupenda planta baja en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,303m²,4,4,Sueloradiante,B,2.600.000EUR
Piso confortable en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,130m²,3,3,Sueloradiante,B,1.080.000EUR
Elegante principal en Eixample Derecho ,Eixample  Eixample Dreta ,Excelente,Excelente,,303m²,4,3,Sueloradiante,B,2.520.000EUR
Nueva residencia urbana en el Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,,130m²,3,3,Sueloradiante,B,1.150.000EUR
Dúplex con jardín a estrenar en Sarriá ,Sarria  Casco Antiguo ,Excelente,Excelente,2010,247m²,4,3,Gas,D,2.300.000EUR
Obra nueva con zona comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.008.500EUR
Maravillosa obra nueva con piscina ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,172m²,3,3,CorrienteEléctrica,A,1.300.000EUR
Espectacular ático con piscina en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Muybien,,629m²,5,4,Gas,E,5.900.000EUR
Espectacular piso junto al Tenis Barcelona ,Pedralbes  Pedralbes ,Excelente,Otros,1969,546m²,5,6,Gas,E,3.100.000EUR
Tranquilo amplio piso cerca de Drassanes ,Ciutat Vella  raval ,Muybien,Necesitarenovaciones,1910,118m²,2,5,,E,370.000EUR
Acogedor loft próximo al mercado Sant Antoni ,Ciutat Vella  raval ,,,,63m²,2,2,,E,199.000EUR
Encantador piso en Las Ramblas ,Ciutat Vella  Gòtic ,Excelente,Excelente,1968,106m²,2,2,,E,790.000EUR
Estupendo ático dúplex en Pedralbes con piscina ,Pedralbes  Pedralbes ,Bien,Bien,,289m²,3,6,Gas,E,1.800.000EUR
Finca Regia en Passeig de Gracia Parking incluido ,Eixample  Eixample Dreta ,Excelente,,1988,250m²,3,5,Gas,,2.500.000EUR
Piso reformado con terraza cerca Las Ramblas ,Ciutat Vella  raval ,,Muybien,1910,115m²,2,4,,F,399.000EUR
Precioso piso en Eixample Dret ,Eixample  Eixample Dreta ,Muybien,Bien,1905,188m²,4,6,Bombadecalor,E,1.550.000EUR
Fantástico dúplex a pie de playa en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2013,165m²,2,5,Gas,C,563.978EUR
Acogedor piso al lado de mercado Sant Antoni ,Ciutat Vella  raval ,Muybien,Muybien,1840,50m²,1,1,Bombadecalor,E,219.000EUR
Gran piso totalmente exterior en Eixample Dreta ,Eixample  Eixample Dreta ,Excelente,Muybien,1900,264m²,3,5,CorrienteEléctricaBombadecalor,D,1.300.000EUR
Apartamento cerca de las Ramblas ,Ciutat Vella  Gòtic ,Excelente,Excelente,,100m²,2,2,nocentralizada,A,450.000EUR
Exclusiva propiedad en La Bonanova ,Sant Gervasi  Bonanova ,Excelente,Excelente,1965,471m²,5,6,Sueloradiante,E,4.500.000EUR
Excelente piso en la mejor parte del Gótico ,Ciutat Vella  Gòtic ,Muybien,Muybien,1900,176m²,1,3,Gas,E,595.000EUR
Exclusivo piso en finca regia de Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1929,228m²,3,5,Gas,E,1.550.000EUR
Promoción con zona comunitaria en Zona Alta ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,983.100EUR
Magníficas vistas desde la Illa de la Llum ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2005,177m²,3,4,Solar,E,2.650.000EUR
Increíble dúplex en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2013,165m²,2,5,Gas,C,634.032EUR
Piso con vistas impresionantes en Pedralbes ,Pedralbes  Les corts ,Excelente,Muybien,1969,310m²,5,5,Gas,E,1.895.000EUR
Grande y luminoso piso en Plaça Catalunya ,Eixample  Eixample Esquerra ,Excelente,Muybien,,251m²,3,4,Gas,E,1.200.000EUR
Majestuosidad y confort junto al Palau Güell ,Ciutat Vella  raval ,Muybien,Excelente,1910,284m²,3,4,Gas,E,1.350.000EUR
Señorial propiedad en el centro del Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,290m²,3,3,BombadecalorGas,E,1.950.000EUR
Piso reformado con mucha luz en Ciutat Vella ,Ciutat Vella  raval ,,,,82m²,1,2,CorrienteEléctricaBombadecalor,E,330.000EUR
Exclusiva propiedad en el centro de Barcelona ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,155m²,3,2,CorrienteEléctrica,C,1.225.000EUR
Exclusiva propiedad en el centro de Barcelona ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,138m²,2,3,CorrienteEléctrica,C,1.175.000EUR
Oportunidad en Calle Londres ,Eixample  Eixample Esquerra ,Excelente,Necesitarestauración,1951,135m²,2,3,Gas,E,450.000EUR
Vivienda vanguardista en Passeig Sant Joan ,Eixample  Eixample Dreta ,Excelente,Excelente,1936,158m²,3,3,Central,G,970.000EUR
Espectacular apartamento frente al mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2009,140m²,2,3,Bombadecalor,D,1.850.000EUR
Ático panorámico al mar y a Barcelona ,Sant Adrià de Besòs ,Excelente,Excelente,2010,168m²,3,4,Gas,D,560.000EUR
Exclusiva propiedad en Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,79m²,1,1,CorrienteEléctrica,D,1.257.000EUR
Dúplex con entrada independiente en Gotìc ,Ciutat Vella  Gòtic ,Muybien,Bien,1870,99m²,2,2,Central,E,295.000EUR
Gran dúplex con terraza y jardín en Horta ,Horta Guinardó ,Muybien,Muybien,1961,190m²,3,5,Gas,E,690.000EUR
Piso único en el Gótico de 328 m2 ,Ciutat Vella  Gòtic ,Excelente,Excelente,1850,328m²,3,4,Central,E,1.095.000EUR
Gran piso de diseño en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1999,200m²,3,3,CorrienteEléctrica,E,1.950.000EUR
Piso con licencia turística en el Eixample ,Eixample  Eixample Dreta ,Muybien,Muybien,1900,70m²,1,2,,D,795.000EUR
Exclusiva propiedad junto a Paseo de Gracia ,Eixample  Eixample Dreta ,Excelente,Excelente,1989,150m²,3,3,CorrienteEléctrica,D,1.445.000EUR
Precioso apartamento con terraza en el Paseo de Gracia ,Eixample  Eixample Dreta ,,Necesitarestauración,,85m²,1,1,,D,770.000EUR
Exclusivo piso a reformar en Rambla Cataluña ,Eixample  Eixample Dreta ,Excelente,Bien,1900,215m²,2,5,Gas,F,1.300.000EUR
Vivienda de lujo única en Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1890,293m²,2,2,Gas,F,2.500.000EUR
Finca señorial en el corazón de Sarriá ,Sarria  Casco Antiguo ,Excelente,Muybien,1960,255m²,3,5,Gas,E,2.500.000EUR
Exclusivo dúplex con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1998,152m²,3,3,Bombadecalor,D,1.350.000EUR
Excepcional apartamento cerca de Av. Tibidabo ,Sant Gervasi  Bonanova ,Excelente,Excelente,2007,127m²,2,3,Gas,,950.000EUR
